Last Name,First Name,Position,Dev Trait,Overall Rating,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run,Height,Weight,Age,Birthdate,Years Pro,College,Total Salary,Signing Bonus,Handedness,portraitId
Wilcox,J.J.,SS,-,81,88,92,65,88,80,68,65,24,25,26,19,45,45,78,82,68,86,88,84,60,69,75,65,72,76,68,45,45,45,45,55,61,53,78,80,69,81,76,69,45,90,68,45,6,6,6,6,6,72,212,26,2/14/91,4,Ga. Southern,5250000,1000000,Right,6284
Winston,Jameis,QB,-,81,78,82,75,81,79,49,62,95,82,30,26,44,15,45,78,10,97,96,93,66,74,80,73,63,74,20,12,12,15,15,10,10,45,50,19,12,13,20,15,15,28,10,15,85,81,78,87,84,76,231,23,1/6/94,2,Florida State,23000000,14000000,Right,6980
Alexander,Kwon,MLB,-,80,87,90,79,83,84,68,50,27,30,20,20,45,45,81,86,15,84,88,84,50,35,39,41,55,60,83,45,45,45,45,76,68,72,86,84,70,78,35,30,15,86,57,15,6,6,6,6,6,73,227,23,8/3/94,2,LSU,2400000,400000,Right,6989
Ayers Jr,Robert,RE,-,80,77,85,78,73,82,34,40,36,19,37,16,45,45,78,69,10,87,74,80,50,10,10,10,35,10,83,45,45,45,45,87,69,75,83,82,45,35,20,15,15,78,24,25,6,6,6,6,6,75,275,31,9/6/85,8,Tennessee,19500000,5500000,Right,324
Dotson,Demar,RT,-,80,57,67,86,58,83,25,35,22,20,15,15,83,77,55,50,10,92,83,80,20,10,10,10,10,10,86,81,91,78,88,60,40,50,35,30,10,12,12,10,10,39,10,12,6,6,6,6,6,81,315,31,10/11/85,8,Southern Miss,13000000,3000000,Right,980
Folk,Nick,K,-,78,68,66,55,59,60,40,50,55,50,93,87,15,15,25,50,10,84,75,65,10,30,25,15,20,25,20,25,30,20,30,15,20,25,35,25,15,20,12,10,10,12,10,12,35,30,25,20,20,73,222,32,11/5/84,10,Arizona,1750000,250000,Right,1128
Rodgers,Jacquizz,HB,-,78,87,89,62,91,77,67,88,25,21,10,10,35,55,25,75,81,87,88,85,82,78,83,61,70,83,25,39,37,44,46,10,10,26,35,20,15,15,72,68,72,20,20,44,35,30,20,15,15,67,190,27,2/6/90,6,Oregon State,2700000,600000,Right,4459
Sweezy,J.R.,RG,-,77,76,83,84,64,78,40,30,30,22,22,21,81,77,67,87,10,82,79,88,20,15,10,10,10,10,85,75,81,71,74,74,45,68,71,45,15,20,12,10,10,65,10,12,6,6,6,6,6,77,298,28,4/8/89,5,N.C. State,18000000,310000,Right,5502
Gholston,William,LE,-,76,73,82,77,73,77,39,46,35,32,30,30,45,45,82,76,10,87,75,77,54,24,38,52,45,35,84,45,45,45,45,82,64,80,85,77,24,54,15,10,10,87,50,20,6,6,6,6,6,78,281,26,7/31/91,4,Michigan St.,23500000,4000000,Right,5815
Humphries,Adam,WR,-,76,88,89,64,86,81,87,67,33,32,25,30,57,25,28,83,84,87,88,66,38,78,79,46,74,78,45,45,45,25,25,10,10,33,39,19,10,16,76,79,83,15,15,72,15,10,6,6,10,71,195,24,6/24/93,2,Clemson,690000,0,Right,7717
Tandy,Keith,SS,-,76,87,93,52,90,74,66,59,35,35,20,20,45,45,69,86,42,93,90,86,25,66,55,20,65,72,63,45,45,45,45,48,54,65,84,74,75,81,55,51,30,70,73,33,6,6,6,6,6,70,205,28,2/12/89,5,West Virginia,1550000,250000,Right,6107
Godwin,Chris,WR,QUICK,75,91,92,72,86,65,82,75,33,43,25,21,47,40,27,86,48,97,93,87,78,79,82,62,71,79,43,58,62,35,35,10,10,28,32,20,15,25,82,79,79,33,18,81,20,15,10,6,15,73,205,21,2/27/96,0,Penn State,3469000,790000,Right,8567
Hargreaves III,Vernon,CB,-,75,90,91,67,94,68,75,70,27,26,18,17,24,20,69,90,76,88,91,83,29,81,73,33,71,82,49,43,44,43,44,35,41,63,85,68,80,73,60,55,26,54,84,27,6,6,6,6,6,70,205,22,6/3/95,1,Florida,14100000,8500000,Right,8036
McDonald,Clinton,DT,-,75,75,85,88,65,76,32,22,36,19,20,20,45,45,80,64,10,86,78,87,22,24,20,25,25,20,85,45,45,45,45,81,58,69,76,76,22,32,15,26,15,66,24,25,6,6,6,6,6,74,297,30,1/6/87,8,Memphis,12000000,1000000,Right,2055
Spence,Noah,RE,-,75,80,87,80,85,68,35,45,22,21,21,19,30,26,76,84,9,88,82,82,29,25,28,33,25,30,86,44,45,45,44,71,83,72,78,68,28,41,19,17,13,86,22,17,6,6,6,6,6,74,251,23,1/8/94,1,E. Kentucky,6000000,2500000,Right,8222
Hawley,Joe,C,-,74,63,78,89,64,84,35,40,25,25,20,20,75,76,25,60,10,90,82,88,10,12,10,10,10,10,79,81,75,79,71,10,10,10,25,15,12,15,12,10,10,12,10,12,6,6,6,6,6,75,302,28,10/22/88,7,UNLV,4250000,1250000,Right,4677
Evans,Justin,FS,-,73,86,90,75,90,62,72,66,30,30,25,25,45,45,77,95,80,87,92,88,64,59,55,46,62,68,59,45,45,45,45,35,44,64,83,62,70,76,62,59,36,88,61,27,15,10,10,15,15,73,195,22,8/26/95,0,Texas AM,5213000,1930000,Right,8548
Smith,Evan,LG,-,73,64,79,85,59,78,40,40,30,30,21,20,75,77,30,59,10,88,83,75,20,12,15,30,10,14,79,75,85,73,80,10,10,20,29,15,12,15,35,35,30,20,10,15,6,6,6,6,6,74,308,31,7/19/86,8,Idaho State,14250000,1000000,Right,952
Adjei-Barimah,Jude,CB,-,72,90,91,70,87,70,70,63,25,24,21,21,28,34,62,88,64,89,88,69,33,57,64,29,60,72,50,45,45,45,45,29,32,53,73,70,71,77,64,55,29,45,70,45,6,6,6,6,6,71,200,25,7/21/92,2,Bowling Green St.,615000,0,Right,8283
Robinson,Josh,CB,-,72,92,93,52,91,69,57,49,19,15,22,21,45,45,55,90,67,93,88,61,25,69,58,30,64,72,45,45,45,45,45,25,35,44,67,69,71,76,60,52,25,44,66,35,6,6,6,6,6,70,199,26,1/8/91,5,UCF,3750000,1000000,Right,5450
Smith,Donovan,LT,-,72,72,82,88,63,78,25,25,30,30,25,25,75,72,39,82,10,87,80,74,25,10,15,10,10,10,84,89,80,86,77,10,10,25,24,20,15,20,12,10,10,19,10,12,6,6,6,6,6,78,338,24,6/23/93,2,Penn State,5200000,2400000,Right,7329
Smith,Jacquies,LE,-,72,84,85,72,76,73,29,40,10,22,21,20,45,45,69,81,10,84,76,69,35,11,19,22,35,25,79,45,45,45,45,67,80,72,76,73,39,48,15,15,10,65,25,45,6,6,6,6,6,74,260,27,3/18/90,4,Missouri,1797000,0,Right,7331
Conte,Chris,SS,-,71,86,85,65,79,79,65,60,25,25,20,20,45,45,61,83,10,93,85,77,49,45,25,35,55,60,64,45,45,45,45,44,46,62,74,79,58,70,70,45,15,71,77,12,10,10,10,10,10,74,203,28,2/23/89,6,California,3750000,1000000,Right,4353
Huff,Josh,WR,SLOW,71,91,93,60,89,73,76,68,27,22,25,15,56,31,27,86,87,87,94,85,50,85,79,54,82,86,51,53,54,45,45,10,10,35,49,28,10,17,76,74,74,15,15,68,15,10,6,6,10,71,206,25,10/14/91,3,Oregon,705000,0,Right,6962
Johnson,George,LE,-,71,77,84,82,72,72,29,35,10,20,30,20,45,45,69,71,10,82,75,75,35,27,32,10,30,40,80,45,45,45,45,65,75,81,81,72,25,30,20,10,10,65,35,12,6,6,6,6,6,76,265,29,12/11/87,6,Rutgers,5000000,2000000,Right,4715
McNichols,Jeremy,HB,-,71,89,91,74,89,64,67,76,30,40,11,21,41,48,25,85,78,89,85,82,78,68,77,83,72,82,47,35,35,32,35,10,10,25,36,12,13,12,61,64,68,20,20,46,33,28,24,18,26,69,214,21,12/26/95,0,Boise State,2620000,260000,Right,8662
Riggs,Cody,CB,-,71,90,93,68,82,64,53,52,30,30,20,15,45,45,37,82,45,88,89,75,49,57,62,35,65,72,47,45,45,45,45,44,52,61,72,64,81,76,54,50,20,54,69,15,15,10,10,15,15,69,187,25,12/28/91,2,Notre Dame,1170000,0,Right,7796
Stone,James,C,-,71,67,83,79,53,69,40,45,30,30,25,25,80,77,33,66,10,91,81,75,15,10,10,30,10,10,82,72,75,75,78,10,10,21,24,15,12,15,15,15,15,20,10,15,6,6,6,6,6,75,291,25,4/26/92,2,Tennessee,1320000,0,Right,6600
Pamphile,Kevin,LG,-,70,74,81,82,66,69,25,35,22,22,21,20,72,80,50,78,10,93,75,75,19,11,15,15,10,10,77,74,77,80,84,50,35,39,35,19,10,15,12,15,10,44,10,12,6,6,6,6,6,77,315,26,11/27/90,3,Purdue,2420000,200000,Right,7265
Siliga,Sealver,DT,-,70,58,75,88,56,72,30,40,14,13,17,11,45,45,86,55,10,87,70,84,15,10,10,10,10,10,81,45,45,45,45,76,43,85,83,72,15,14,15,15,15,58,10,15,6,6,6,6,6,74,345,27,4/26/90,6,Utah,900000,200000,Right,5475
Beckwith,Kendell,MLB,-,69,79,83,82,80,65,61,57,25,25,23,18,45,45,84,79,10,84,88,77,51,38,52,48,35,43,84,45,45,45,45,64,55,80,79,65,63,68,40,44,15,86,44,12,6,6,6,6,6,75,247,22,12/2/94,0,LSU,3181000,700000,Right,8478
Fitzpatrick,Ryan,QB,-,69,72,81,54,72,69,20,59,87,83,12,19,54,13,12,55,10,89,85,80,28,64,66,27,48,50,14,14,14,13,13,10,10,12,23,10,12,12,15,15,15,12,10,15,82,76,73,77,79,74,223,34,11/24/82,12,Harvard,3000000,0,Right,1113
Hocker,Zach,K,-,69,74,70,35,65,47,29,40,29,22,90,79,21,19,21,64,10,95,85,60,10,20,15,10,15,20,21,21,21,19,19,10,10,15,22,30,10,30,15,15,15,12,10,15,35,30,25,20,20,72,191,26,8/23/91,2,Arkansas,615000,0,Right,6451
McClain,Robert,CB,-,69,87,86,51,88,65,57,55,30,30,20,20,45,45,57,87,65,90,91,65,26,76,74,25,72,81,48,45,45,45,45,35,49,42,65,65,79,73,35,44,35,54,70,30,6,6,6,6,6,69,195,29,7/22/88,7,Connecticut,950000,0,Right,4771
Cross,Alan,FB,-,68,78,82,74,72,58,72,73,30,29,21,19,72,64,42,74,18,87,83,78,60,49,62,59,58,61,73,62,61,57,57,17,17,46,43,39,14,21,64,64,59,27,17,63,15,10,6,6,10,73,245,24,5/2/93,1,Memphis,1620000,0,Right,8309
Elliott,Javien,CB,-,68,86,90,65,83,62,63,57,22,26,18,17,28,23,64,86,69,87,89,77,38,62,67,44,70,73,45,43,44,43,44,39,48,59,76,62,80,70,57,59,41,57,68,33,6,6,6,6,6,71,176,24,7/18/93,1,Florida State,540000,0,Right,8314
Johnson,Austin,FB,-,68,80,85,79,70,63,58,72,30,25,19,22,71,61,72,77,10,91,82,85,68,35,65,69,50,55,70,74,67,60,58,49,44,60,72,45,35,45,49,61,54,75,20,50,20,15,10,10,10,74,240,28,6/19/89,4,Tennessee,615000,0,Right,7188
Stocker,Luke,TE,-,68,81,88,75,74,72,73,73,42,35,14,22,52,58,45,80,10,83,95,90,76,44,75,72,65,64,72,72,65,59,65,20,30,50,45,22,11,27,63,73,61,25,25,80,15,10,6,6,10,78,253,29,7/17/88,6,Tennessee,3800000,0,Right,4487
Tu'Ikolovatu,Stevie,DT,-,67,64,79,93,67,57,27,23,22,18,18,13,45,45,82,66,9,88,77,96,47,25,30,38,22,33,86,46,45,44,45,73,57,79,78,57,20,29,17,20,18,81,17,16,6,6,6,6,6,73,320,26,6/28/91,0,USC,2446000,90000,Right,8757
Benenoch,Caleb,RG,-,66,73,84,78,68,64,25,33,25,22,22,21,76,72,33,77,10,86,83,75,30,21,18,27,16,22,73,84,76,74,67,25,15,39,29,20,13,15,15,25,15,37,10,40,6,6,6,6,6,77,305,23,8/8/94,1,UCLA,2590000,250000,Right,7892
Harrison,Jarvis,RG,-,66,66,81,88,52,48,44,30,19,11,22,20,80,79,35,79,10,84,70,64,33,10,11,25,10,10,71,88,78,87,74,10,10,35,19,10,12,12,12,10,10,25,10,12,6,6,6,6,6,76,330,25,12/25/91,1,Texas AM,1170000,0,Right,7165
Smith,Ryan,CB,-,66,90,89,71,87,53,67,61,27,26,18,17,24,20,55,87,65,88,89,74,28,58,66,29,59,74,55,43,44,43,44,24,27,47,73,53,78,74,44,41,26,53,73,27,6,6,6,6,6,72,190,23,9/7/93,1,NC Central,2880000,590000,Right,8219
Glanton,Adarius,ROLB,-,65,86,85,78,80,59,55,55,25,30,22,21,45,45,79,82,15,90,82,76,49,32,42,42,45,55,67,45,45,45,45,64,57,65,76,59,60,71,35,45,15,75,49,15,6,6,6,6,6,73,230,26,9/21/90,3,FAU,690000,0,Right,7133
Liedtke,Mike,LG,-,65,74,83,86,68,50,46,46,19,24,17,35,78,72,51,75,10,87,82,81,45,15,18,37,20,27,78,86,82,83,72,58,35,56,39,22,13,18,35,46,32,60,10,41,6,6,6,6,6,75,310,25,1/15/92,2,Illinois St.,1200000,0,Right,8372
Russell,Ryan,RE,-,65,83,88,77,79,59,44,45,35,32,30,30,45,45,69,82,10,83,79,62,48,35,40,35,25,25,81,45,45,45,45,77,62,68,76,59,25,35,15,10,10,73,35,22,6,6,6,6,6,77,275,25,1/17/92,2,Purdue,615000,0,Right,7305
Dye Jr,Donteea,WR,-,64,91,91,69,90,58,75,71,34,29,21,15,51,47,48,91,60,90,87,71,44,78,78,64,79,82,41,54,53,45,48,10,10,29,41,30,26,29,76,77,59,12,10,52,21,19,15,15,27,70,195,24,8/20/93,2,Heidelberg,540000,0,Right,7683
Lambert,DaVonte,DT,-,64,76,83,82,69,53,32,30,12,15,14,12,45,45,76,77,17,87,83,83,42,22,19,37,20,29,78,45,45,45,45,68,75,72,72,53,30,38,30,30,26,81,23,25,6,6,6,6,6,74,282,23,6/23/94,1,Auburn,1620000,0,Right,8364
Wester,Leonard,LT,-,63,67,79,79,65,48,24,29,22,21,18,19,71,76,38,65,9,86,84,79,31,18,12,15,12,11,78,80,76,81,78,15,14,26,29,19,11,14,15,15,14,32,10,16,5,5,5,5,5,78,305,24,1/3/93,1,Missouri W State,1620000,0,Right,8450
Bond,Devante,ROLB,-,62,82,87,74,82,56,46,32,27,20,25,24,25,20,72,85,10,87,88,74,27,30,26,28,28,33,71,45,45,45,45,52,67,71,79,56,50,69,20,20,15,66,55,25,6,6,6,6,6,73,236,24,7/3/93,1,Oklahoma,2480000,140000,Right,7900
Lynch,Cameron,LOLB,-,62,79,85,81,75,58,59,37,25,25,20,20,45,50,76,85,10,89,89,86,41,37,29,34,24,31,74,50,54,50,50,54,69,69,75,58,58,68,48,41,20,72,41,25,6,6,6,6,6,72,229,24,8/4/93,2,Syracuse,615000,0,Right,7744
Martino,Freddie,WR,-,62,89,89,55,92,56,78,68,40,31,30,22,38,40,39,84,72,90,85,72,42,79,74,45,78,84,45,34,35,40,40,10,25,39,49,35,61,63,81,68,61,28,43,55,10,10,10,10,10,72,195,25,9/7/91,3,North Greenville,615000,0,Right,7224
Wilson Jr,Bobo,WR,-,62,87,91,58,88,51,77,70,29,24,16,25,39,38,26,77,81,87,90,72,38,73,80,43,73,79,34,34,32,21,25,10,10,23,35,17,12,22,74,76,70,24,15,58,15,10,6,6,10,69,186,22,1/25/95,0,Florida State,1665000,0,Right,8785
Allen,Josh,C,-,61,66,77,89,67,45,25,40,30,30,24,21,78,74,45,78,10,90,80,74,20,12,10,10,10,10,66,82,77,75,71,15,20,35,45,25,12,15,12,10,10,35,10,12,6,6,6,6,6,75,315,25,10/30/91,3,UL Monroe,1320000,0,Right,6994
Barber,Peyton,HB,-,61,86,89,74,80,56,55,75,31,28,21,20,43,52,33,78,55,88,86,80,77,72,74,72,71,73,45,44,43,49,47,11,12,26,38,20,14,19,59,55,50,21,16,58,25,20,15,10,10,71,225,23,6/27/94,1,Auburn,1620000,0,Right,7886
Barnes,Tavaris,ROLB,-,61,79,88,74,78,66,44,48,26,19,22,19,49,45,67,78,10,83,84,71,35,15,32,39,25,29,71,45,45,45,45,78,49,77,76,66,24,36,30,21,15,75,10,25,6,6,6,6,6,75,284,25,11/2/91,1,Clemson,615000,0,Right,7404
Bullough,Riley,MLB,-,61,81,88,80,80,54,65,61,20,19,14,17,45,45,80,77,10,89,86,86,38,32,50,58,49,57,65,45,45,45,45,64,53,72,79,54,62,70,51,55,21,84,43,18,6,6,6,6,6,74,228,23,11/23/93,0,Michigan St.,1665000,0,Right,8497
Griffin,Ryan,QB,-,61,65,78,52,63,54,45,66,84,75,22,22,15,14,19,65,10,90,87,74,30,35,44,40,50,52,10,10,15,10,15,10,10,15,35,10,12,15,12,10,10,12,10,12,82,76,70,64,79,77,210,27,11/17/89,4,Tulane,1797000,0,Right,6661
Bailey,Sterling,RE,-,60,71,83,76,74,43,36,40,10,22,21,20,45,45,78,74,10,88,80,80,25,15,10,10,25,35,78,45,45,45,45,78,64,77,86,43,15,25,15,15,10,80,25,35,6,6,6,6,6,75,296,24,9/13/92,1,Georgia,465000,0,Right,7885
Reedy,Bernard,WR,-,60,88,91,62,92,61,80,64,35,30,22,22,35,36,31,87,73,90,89,68,26,81,79,27,83,87,40,29,29,25,26,10,10,25,35,20,13,25,56,67,56,12,18,49,15,10,6,6,10,69,175,25,12/31/91,3,Toledo,540000,0,Right,7585
Ward,Channing,LE,-,60,80,84,79,72,48,49,49,27,22,26,19,53,51,73,77,34,87,83,82,55,39,46,50,37,46,78,45,45,45,45,67,73,70,73,48,28,36,51,53,49,76,40,47,6,6,6,6,6,76,279,24,9/17/92,1,Ole Miss,540000,0,Right,8444
Sanborn,Garrison,C,-,54,66,64,77,67,64,50,55,35,22,29,18,65,64,66,59,10,91,78,75,46,26,40,45,35,45,69,72,68,68,66,60,40,55,75,45,25,20,26,23,24,62,35,33,6,6,6,6,6,73,240,32,7/31/85,8,Florida State,900000,50000,Right,4647
Sims,Blake,HB,-,54,87,86,60,80,48,58,65,87,72,15,12,25,22,33,77,10,80,86,77,47,72,82,61,76,80,30,25,25,23,30,5,5,20,30,15,13,20,50,42,35,7,10,28,69,66,75,67,78,71,218,25,1/3/92,1,Alabama,1020000,0,Right,8426
Johnson,David,HB,STAR,94,92,91,83,93,90,76,86,25,25,20,17,40,50,25,91,85,90,95,90,89,91,95,91,83,94,45,42,44,49,47,15,15,12,35,15,10,15,72,74,81,15,15,69,25,20,15,10,10,73,224,25,12/16/91,2,Northern Iowa,2400000,600000,Right,7190
Peterson,Patrick,CB,STAR,91,92,92,70,97,88,82,67,70,52,28,21,45,45,62,97,88,97,97,82,55,93,95,65,87,92,57,45,45,45,45,52,62,53,80,88,90,85,89,70,40,72,96,54,60,37,32,10,35,73,203,27,7/11/90,6,LSU,59500000,13500000,Right,4444
Fitzgerald,Larry,WR,-,90,84,89,78,85,97,95,74,26,29,18,19,70,40,30,96,25,94,98,97,69,68,92,78,79,82,68,65,78,50,60,10,10,40,42,30,18,14,97,95,94,12,10,92,15,10,6,6,10,75,218,34,8/31/83,13,Pittsburgh,18000000,5000000,Right,1111
Jones,Chandler,ROLB,QUICK,88,80,86,81,81,90,49,47,20,30,25,15,45,45,84,86,10,84,95,85,35,25,10,45,35,40,86,45,45,45,45,92,77,74,86,90,62,70,25,15,15,73,33,15,6,6,6,6,6,77,265,27,2/27/90,5,Syracuse,67500000,15000000,Right,5281
Mathieu,Tyrann,FS,STAR,87,90,93,61,92,88,81,68,35,33,25,22,45,45,72,86,84,81,92,85,35,86,88,55,86,93,60,45,45,45,45,41,69,64,86,88,82,80,66,55,35,84,86,25,26,20,17,19,27,69,186,25,5/13/92,4,LSU,35000000,15500000,Right,5964
Brown,John,WR,-,84,94,90,41,97,87,88,71,35,35,30,30,61,30,25,91,81,87,88,65,39,92,90,38,85,93,45,40,40,38,35,10,10,35,35,20,10,35,90,85,88,12,15,81,15,10,6,6,10,71,179,27,4/3/90,3,Pittsburg St.,2800000,540000,Right,6363
Veldheer,Jared,RT,-,84,68,81,97,66,87,28,40,12,16,6,8,78,81,29,67,10,91,85,85,10,15,10,10,10,10,85,88,87,94,93,10,10,29,19,13,14,18,15,15,15,20,10,15,6,6,6,6,6,80,321,30,6/14/87,7,Hillsdale,31000000,12000000,Right,3043
Palmer,Carson,QB,-,83,68,65,62,59,89,12,55,91,92,14,17,10,11,13,52,10,88,95,95,22,44,45,31,26,39,10,10,10,11,11,10,10,13,30,24,13,26,12,10,10,12,10,12,90,84,83,85,81,77,235,37,12/27/79,14,USC,22500000,18000000,Right,2337
Golden,Markus,LOLB,-,82,81,86,69,72,85,55,55,35,32,30,30,45,45,79,78,10,90,84,80,51,31,59,52,45,48,80,45,45,45,45,86,72,86,86,85,49,58,15,10,10,84,49,12,6,6,6,6,6,75,260,26,3/13/91,2,Missouri,3600000,1600000,Right,7135
Bucannon,Deone,MLB,-,80,89,91,75,83,83,75,68,29,23,19,22,45,45,84,86,35,92,88,88,63,40,74,55,65,61,81,45,45,45,45,58,48,68,84,83,77,85,72,70,20,92,67,25,6,6,6,6,6,73,211,25,8/30/92,3,Wash. St.,10189000,980000,Right,6368
Dawson,Phil,K,-,80,55,60,20,52,65,19,40,26,21,92,89,23,22,20,37,10,85,83,60,10,21,10,10,10,10,23,23,23,22,22,10,10,20,22,27,10,15,12,10,10,12,10,12,35,30,25,20,20,71,200,42,1/23/75,18,Texas,1500000,0,Right,921
Shipley,A.Q.,C,-,80,63,81,87,58,86,25,40,17,30,19,16,80,83,26,29,10,87,80,97,10,15,10,10,10,10,85,81,60,86,67,10,10,26,33,22,22,21,16,14,17,20,10,15,6,6,6,6,6,73,307,31,5/22/86,7,Penn State,2275000,720000,Right,4868
Branch,Tyvon,SS,-,77,90,93,71,84,75,48,66,36,36,25,25,45,45,70,90,65,84,94,84,40,55,75,44,72,82,56,45,45,45,45,45,49,63,78,75,77,77,23,25,40,74,65,40,6,6,6,6,6,72,210,30,12/11/86,9,Connecticut,1687500,500000,Right,497
Gresham,Jermaine,TE,-,77,81,88,76,81,81,85,69,29,29,22,12,53,54,45,87,10,84,88,95,81,69,84,76,77,81,55,57,59,55,59,10,10,55,45,16,15,17,77,80,75,12,10,77,15,10,6,6,10,77,260,29,6/16/88,7,Oklahoma,20250000,7000000,Right,1314
Iupati,Mike,LG,-,77,62,75,92,65,81,32,40,14,16,35,22,80,76,31,60,10,90,80,97,25,18,22,35,20,10,84,98,91,86,73,35,10,40,42,17,12,12,15,15,20,33,10,15,6,6,6,6,6,77,331,30,5/12/87,7,Idaho,43000000,6000000,Right,1593
Johnson,Chris,HB,-,77,92,94,66,87,84,61,85,30,30,25,25,30,49,22,86,60,85,89,71,39,82,83,55,82,87,35,35,35,55,62,10,10,11,40,20,15,20,60,71,70,20,20,66,35,30,20,15,15,71,203,31,9/23/85,9,East Carolina,1000000,0,Right,1664
Dansby,Karlos,MLB,-,76,80,83,83,74,81,74,65,12,16,14,9,45,45,89,67,10,89,88,87,40,15,55,63,55,67,83,45,45,45,45,58,47,74,81,81,57,66,20,15,10,84,55,15,6,6,6,6,6,76,250,35,11/3/81,13,Auburn,1200000,700000,Right,877
Jones,Jarvis,ROLB,SLOW,76,76,86,67,76,77,57,55,34,30,28,28,45,45,76,81,10,84,89,76,50,35,28,45,45,25,75,45,45,45,45,77,66,80,85,77,65,72,35,20,10,86,48,12,6,6,6,6,6,75,248,27,10/13/89,4,Georgia,1230000,1000000,Right,5915
Nkemdiche,Robert,LE,-,76,77,86,81,86,70,50,48,23,21,17,17,50,20,79,84,9,88,83,85,45,40,52,42,30,44,85,46,45,44,45,76,79,74,77,70,40,44,30,27,24,84,13,15,6,6,6,6,6,76,296,22,9/19/94,1,Ole Miss,8600000,4400000,Right,8164
Bethea,Antoine,SS,-,75,86,87,69,82,76,68,65,12,15,14,14,45,45,74,86,65,89,90,75,39,30,32,28,48,52,65,45,45,45,45,43,70,64,80,76,57,71,42,40,30,80,67,32,15,10,10,15,15,71,206,33,7/27/84,11,Howard,9000000,2000000,Right,430
Baker,Budda,FS,-,74,91,91,72,92,65,74,72,25,30,20,20,45,45,73,79,66,89,95,83,36,72,75,36,72,81,68,45,45,45,45,29,38,63,82,65,69,80,70,66,51,82,65,47,15,10,10,15,15,70,195,21,1/10/96,0,Washington,6853000,3120000,Right,8472
Brown,Jaron,WR,-,74,91,90,67,92,71,82,68,32,28,16,15,61,42,39,90,60,89,85,73,58,72,75,60,72,76,62,58,57,45,44,10,10,45,35,17,10,22,85,83,74,25,25,70,15,10,6,6,10,74,205,27,1/8/90,4,Clemson,2200000,0,Right,6727
Bynes,Josh,LOLB,-,74,77,84,75,76,79,40,55,16,10,12,11,45,45,85,69,10,84,85,83,45,30,25,35,20,35,76,45,45,45,45,62,56,74,82,79,63,73,20,15,15,81,50,25,6,6,6,6,6,73,235,28,8/24/89,6,Auburn,775000,0,Right,5089
Niklas,Troy,TE,SLOW,74,77,80,82,79,58,78,73,19,15,17,18,71,68,35,81,10,87,92,75,74,49,66,65,63,64,73,76,73,71,69,10,10,46,45,15,15,29,65,84,63,12,10,85,15,10,6,6,10,78,270,24,9/18/92,3,Notre Dame,4000000,1200000,Right,6539
Peters,Corey,DT,-,74,70,83,78,65,80,41,40,10,9,8,6,45,45,84,75,10,88,76,75,20,10,10,10,10,10,84,45,45,45,45,75,61,77,78,80,20,37,37,35,15,71,10,15,6,6,6,6,6,75,305,29,6/8/88,7,Kentucky,10150000,2000000,Right,2388
Williams Sr,Tramon,CB,-,74,84,89,54,88,77,73,75,25,25,20,20,45,45,51,90,69,93,96,77,35,60,70,25,80,86,52,45,45,45,45,32,40,47,68,77,74,79,55,50,15,44,75,12,6,6,6,6,6,72,192,34,3/16/83,11,LA. Tech,1250000,0,Right,3230
Nelson,J.J.,WR,-,73,96,94,39,92,75,84,68,28,25,21,20,49,27,24,88,77,78,88,65,29,80,86,36,80,90,45,24,25,20,22,10,10,30,24,27,19,25,79,78,75,15,15,57,29,25,21,15,15,70,160,25,4/24/92,2,UAB,2000000,360000,Right,7253
Reddick,Haason,MLB,-,73,88,89,79,87,68,71,77,25,24,19,19,39,48,79,87,59,90,87,84,63,58,73,53,51,66,66,44,44,44,43,62,78,78,87,68,72,65,59,60,52,83,44,46,6,6,6,6,6,73,235,22,9/22/94,0,Temple,13538000,7980000,Right,8696
Wheeler,Philip,ROLB,-,73,80,88,73,75,70,46,55,25,25,20,20,45,45,83,80,10,92,87,85,25,24,25,35,15,30,77,45,45,45,45,81,64,74,79,70,52,59,15,15,15,87,40,12,6,6,6,6,6,74,245,32,12/12/84,9,Georgia Tech,985000,0,Right,3149
Williams,Kerwynn,HB,-,73,89,92,60,89,63,64,83,41,42,24,20,38,36,34,90,78,91,94,69,56,87,85,57,78,86,35,39,37,36,36,10,10,35,22,28,15,31,74,67,62,21,30,55,35,30,20,15,15,68,198,26,6/9/91,4,Utah State,675000,0,Right,6163
Bethel,Justin,CB,-,72,87,89,69,93,69,60,68,36,36,26,26,45,45,64,97,40,93,92,70,36,65,55,42,68,70,58,45,45,45,45,44,47,46,77,69,73,77,44,35,32,65,71,40,6,6,6,6,6,72,200,27,6/17/90,5,Presbyterian,2000000,1500000,Right,5048
